level_0,Opponent,index,Date,Loc,AB,R,H,HR,Opp_E,snhu_result,SNHU_R,IP,10 Game Avg,Running Opp Error,Batting Avg,index,Opponent,avg_era_by_team,Loc_encoded
2502,Bridgeport,1807,2017-02-26,vs,28.0,6.0,3.0,2,1,W,5,9.0,10.0,1.553,0.107,49,Bridgeport,2.6724890829694328,2
2503,Shippensburg,2230,2017-03-03,at,34.0,4.0,9.0,1,3,L,12,8.0,9.9,1.554,0.265,63,Shippensburg,9.487951807228916,0
2504,Shippensburg,1808,2017-03-03,at,34.0,4.0,9.0,1,3,L,12,8.0,10.2,1.554,0.265,63,Shippensburg,9.487951807228916,0
2505,Shippensburg,2231,2017-03-04,at,48.0,18.0,16.0,1,5,L,19,9.2,11.2,1.556,0.333,63,Shippensburg,9.487951807228916,0
2506,Shippensburg,1809,2017-03-04,at,48.0,18.0,16.0,1,5,L,19,9.2,12.2,1.557,0.333,63,Shippensburg,9.487951807228916,0
2507,Shippensburg,2232,2017-03-05,at,28.0,9.0,8.0,1,1,W,3,7.0,10.9,1.557,0.286,63,Shippensburg,9.487951807228916,0
2508,Shippensburg,1810,2017-03-05,at,28.0,9.0,8.0,1,1,W,3,7.0,9.6,1.557,0.286,63,Shippensburg,9.487951807228916,0
2509,Shippensburg,2233,2017-03-05,at,40.0,6.0,11.0,0,0,W,1,9.0,8.6,1.556,0.275,63,Shippensburg,9.487951807228916,0
2510,Shippensburg,1811,2017-03-05,at,40.0,6.0,11.0,0,0,W,1,9.0,9.4,1.556,0.275,63,Shippensburg,9.487951807228916,0
2511,Bloomfield,2234,2017-03-11,vs,29.0,4.0,7.0,0,1,W,3,7.0,9.8,1.555,0.241,23,Bloomfield,1.9156626506024097,2
2512,Bloomfield,1812,2017-03-11,vs,29.0,4.0,7.0,0,1,W,3,7.0,10.2,1.555,0.241,23,Bloomfield,1.9156626506024097,2
2513,Bloomfield,2235,2017-03-11,vs,29.0,8.0,10.0,0,2,W,1,9.0,10.3,1.555,0.345,23,Bloomfield,1.9156626506024097,2
2514,Bloomfield,1813,2017-03-11,vs,29.0,8.0,10.0,0,2,W,1,9.0,10.4,1.555,0.345,23,Bloomfield,1.9156626506024097,2
2515,Caldwell,2236,2017-03-12,vs,32.0,6.0,9.0,1,2,W,3,9.0,9.7,1.556,0.281,45,Caldwell,1.3029490616621986,2
2516,Caldwell,1814,2017-03-12,vs,32.0,6.0,9.0,1,2,W,3,9.0,9.0,1.556,0.281,45,Caldwell,1.3029490616621986,2
2517,Palm Beach Atl.,2237,2017-03-13,at,33.0,5.0,9.0,0,0,W,3,9.0,9.1,1.555,0.273,64,Palm Beach Atl.,3.0,0
2518,Palm Beach Atl.,1815,2017-03-13,at,33.0,5.0,9.0,0,0,W,3,9.0,9.2,1.555,0.273,64,Palm Beach Atl.,3.0,0
2519,Nova Southeastern,2238,2017-03-15,at,48.0,8.0,13.0,1,1,W,6,12.0,9.4,1.554,0.271,7,Nova Southeastern,9.376271186440679,0
2520,Nova Southeastern,1816,2017-03-15,at,48.0,8.0,13.0,1,1,W,6,12.0,9.6,1.554,0.271,7,Nova Southeastern,9.376271186440679,0
2521,Saint Thomas Aquinas,2239,2017-03-18,vs,29.0,0.0,3.0,0,1,L,1,9.0,9.2,1.554,0.103,65,Saint Thomas Aquinas,3.5,2
2522,Saint Thomas Aquinas,1817,2017-03-18,vs,29.0,0.0,3.0,0,1,L,1,9.0,8.8,1.554,0.103,65,Saint Thomas Aquinas,3.5,2
2523,Saint Thomas Aquinas,2240,2017-03-18,vs,29.0,7.0,8.0,0,3,W,6,9.0,8.6,1.554,0.276,65,Saint Thomas Aquinas,3.5,2
2524,Saint Thomas Aquinas,1818,2017-03-18,vs,29.0,7.0,8.0,0,3,W,6,9.0,8.4,1.555,0.276,65,Saint Thomas Aquinas,3.5,2
2525,Saint Rose,2241,2017-03-25,vs,30.0,2.0,5.0,0,0,W,1,9.0,8.0,1.554,0.167,16,Saint Rose,3.690340909090909,2
2526,Saint Rose,1819,2017-03-25,vs,30.0,2.0,5.0,0,0,W,1,9.0,7.6,1.554,0.167,16,Saint Rose,3.690340909090909,2
2527,Saint Rose,2242,2017-03-25,vs,33.0,6.0,10.0,0,1,W,1,9.0,7.7,1.553,0.303,16,Saint Rose,3.690340909090909,2
2528,Saint Rose,1820,2017-03-25,vs,33.0,6.0,10.0,0,1,W,1,9.0,7.8,1.553,0.303,16,Saint Rose,3.690340909090909,2
2529,Stonehill College,2243,2017-03-26,vs,36.0,2.0,12.0,0,1,L,3,8.0,7.7,1.553,0.333,27,Stonehill College,3.911854103343465,2
2530,Stonehill College,1821,2017-03-26,vs,36.0,2.0,12.0,0,1,L,3,8.0,7.6,1.553,0.333,27,Stonehill College,3.911854103343465,2
2531,Stonehill College,2244,2017-03-26,vs,31.0,7.0,7.0,1,3,W,2,9.0,8.0,1.553,0.226,27,Stonehill College,3.911854103343465,2
2532,Stonehill College,1822,2017-03-26,vs,31.0,7.0,7.0,1,3,W,2,9.0,8.4,1.554,0.226,27,Stonehill College,3.911854103343465,2
2533,Saint Anselm,2245,2017-04-02,vs,29.0,2.0,5.0,0,1,W,1,9.0,8.1,1.554,0.172,17,Saint Anselm,3.5004222972972974,2
2534,Saint Anselm,1823,2017-04-02,vs,29.0,2.0,5.0,0,1,W,1,9.0,7.8,1.553,0.172,17,Saint Anselm,3.5004222972972974,2
2535,Saint Anselm,2246,2017-04-02,vs,42.0,5.0,12.0,0,0,W,4,11.0,8.5,1.553,0.286,17,Saint Anselm,3.5004222972972974,2
2536,Saint Anselm,1824,2017-04-02,vs,42.0,5.0,12.0,0,0,W,4,11.0,9.2,1.552,0.286,17,Saint Anselm,3.5004222972972974,2
2537,Franklin Pierce,2247,2017-04-05,at,28.0,1.0,3.0,0,1,W,0,9.0,8.5,1.552,0.107,15,Franklin Pierce,3.761500606233507,0
2538,Franklin Pierce,1825,2017-04-05,at,28.0,1.0,3.0,0,1,W,0,9.0,7.8,1.552,0.107,15,Franklin Pierce,3.761500606233507,0
2539,Southern Conn. State,2248,2017-04-08,at,34.0,9.0,10.0,1,4,W,6,9.0,7.6,1.553,0.294,66,Southern Conn. State,3.5,0
2540,Southern Conn. State,1826,2017-04-08,at,34.0,9.0,10.0,1,4,W,6,9.0,7.4,1.554,0.294,66,Southern Conn. State,3.5,0
2541,Southern Conn. State,2249,2017-04-08,at,32.0,3.0,9.0,0,0,W,1,9.0,7.6,1.553,0.281,66,Southern Conn. State,3.5,0
2542,Southern Conn. State,1827,2017-04-08,at,32.0,3.0,9.0,0,0,W,1,9.0,7.8,1.552,0.281,66,Southern Conn. State,3.5,0
2543,New Haven,2250,2017-04-09,neutral,56.0,7.0,14.0,0,4,W,6,15.0,8.7,1.553,0.25,13,New Haven,4.561151079136691,1
2544,New Haven,1828,2017-04-09,neutral,56.0,7.0,14.0,0,4,W,6,15.0,9.6,1.554,0.25,13,New Haven,4.561151079136691,1
2545,New Haven,2251,2017-04-09,neutral,36.0,3.0,6.0,0,1,L,7,10.0,9.0,1.554,0.167,13,New Haven,4.561151079136691,1
2546,New Haven,1829,2017-04-09,neutral,36.0,3.0,6.0,0,1,L,7,10.0,8.4,1.554,0.167,13,New Haven,4.561151079136691,1
2547,Saint Michael's,2252,2017-04-12,at,38.0,15.0,10.0,3,0,W,5,9.0,9.1,1.553,0.263,5,Saint Michael's,2.130794701986755,0
2548,Saint Michael's,1830,2017-04-12,at,38.0,15.0,10.0,3,0,W,5,9.0,9.8,1.553,0.263,5,Saint Michael's,2.130794701986755,0
2549,Bridgeport,2253,2017-04-13,neutral,24.0,3.0,3.0,0,1,W,2,9.0,9.1,1.553,0.125,49,Bridgeport,2.6724890829694328,1
2550,Bridgeport,1831,2017-04-13,neutral,24.0,3.0,3.0,0,1,W,2,9.0,8.4,1.552,0.125,49,Bridgeport,2.6724890829694328,1
2551,Stonehill College,2254,2017-04-15,at,39.0,13.0,13.0,1,2,W,5,9.0,8.8,1.553,0.333,27,Stonehill College,3.911854103343465,0
2552,Stonehill College,1832,2017-04-15,at,39.0,13.0,13.0,1,2,W,5,9.0,9.2,1.553,0.333,27,Stonehill College,3.911854103343465,0
2553,Stonehill College,2255,2017-04-15,at,35.0,11.0,16.0,0,2,W,3,9.0,9.4,1.553,0.457,27,Stonehill College,3.911854103343465,0
2554,Stonehill College,1833,2017-04-15,at,35.0,11.0,16.0,0,2,W,3,9.0,9.6,1.553,0.457,27,Stonehill College,3.911854103343465,0
2555,Stonehill College,2256,2017-04-17,at,31.0,5.0,4.0,0,1,L,8,9.0,9.4,1.553,0.129,27,Stonehill College,3.911854103343465,0
2556,Stonehill College,1834,2017-04-17,at,31.0,5.0,4.0,0,1,L,8,9.0,9.2,1.553,0.129,27,Stonehill College,3.911854103343465,0
2557,Franklin Pierce,2257,2017-04-18,neutral,31.0,8.0,8.0,2,1,W,2,9.0,9.0,1.552,0.258,15,Franklin Pierce,3.761500606233507,1
2558,Franklin Pierce,1835,2017-04-18,neutral,31.0,8.0,8.0,2,1,W,2,9.0,8.8,1.552,0.258,15,Franklin Pierce,3.761500606233507,1
2559,Bentley,2258,2017-04-22,neutral,30.0,13.0,10.0,1,0,W,4,9.0,9.5,1.552,0.333,19,Bentley,3.755790329134499,1
2560,Bentley,1836,2017-04-22,neutral,30.0,13.0,10.0,1,0,W,4,9.0,10.2,1.551,0.333,19,Bentley,3.755790329134499,1
2561,Bentley,2259,2017-04-22,neutral,29.0,2.0,6.0,0,0,W,0,9.0,9.5,1.55,0.207,19,Bentley,3.755790329134499,1
2562,Bentley,1837,2017-04-22,neutral,29.0,2.0,6.0,0,0,W,0,9.0,8.8,1.55,0.207,19,Bentley,3.755790329134499,1
2563,Bentley,2260,2017-04-23,neutral,29.0,6.0,8.0,0,3,W,4,9.0,8.0,1.55,0.276,19,Bentley,3.755790329134499,1
2564,Bentley,1838,2017-04-23,neutral,29.0,6.0,8.0,0,3,W,4,9.0,7.2,1.551,0.276,19,Bentley,3.755790329134499,1
2565,Saint Anselm,2261,2017-04-27,neutral,35.0,9.0,13.0,3,1,W,3,9.0,8.1,1.551,0.371,17,Saint Anselm,3.5004222972972974,1
2566,Saint Anselm,1839,2017-04-27,neutral,35.0,9.0,13.0,3,1,W,3,9.0,9.0,1.55,0.371,17,Saint Anselm,3.5004222972972974,1
2567,Saint Michael's,2262,2017-04-28,neutral,30.0,6.0,9.0,2,0,W,5,9.0,9.1,1.55,0.3,5,Saint Michael's,2.130794701986755,1
2568,Saint Michael's,1840,2017-04-28,neutral,30.0,6.0,9.0,2,0,W,5,9.0,9.2,1.549,0.3,5,Saint Michael's,2.130794701986755,1
2569,Saint Michael's,2263,2017-04-28,neutral,34.0,6.0,8.0,1,2,W,2,9.0,9.0,1.549,0.235,5,Saint Michael's,2.130794701986755,1
2570,Saint Michael's,1841,2017-04-28,neutral,34.0,6.0,8.0,1,2,W,2,9.0,8.8,1.55,0.235,5,Saint Michael's,2.130794701986755,1
2571,Assumption,2264,2017-04-29,at,39.0,5.0,10.0,2,2,W,4,9.0,9.2,1.55,0.256,26,Assumption,3.972206781545303,0
2572,Assumption,1842,2017-04-29,at,39.0,5.0,10.0,2,2,W,4,9.0,9.6,1.55,0.256,26,Assumption,3.972206781545303,0
2573,Assumption,2265,2017-04-29,at,42.0,12.0,16.0,0,2,W,6,9.0,10.4,1.55,0.381,26,Assumption,3.972206781545303,0
2574,Assumption,1843,2017-04-29,at,42.0,12.0,16.0,0,2,W,6,9.0,11.2,1.55,0.381,26,Assumption,3.972206781545303,0
2575,Assumption,2266,2017-04-30,at,40.0,14.0,10.0,0,2,W,4,9.0,10.9,1.55,0.25,26,Assumption,3.972206781545303,0
2576,Assumption,1844,2017-04-30,at,40.0,14.0,10.0,0,2,W,4,9.0,10.6,1.551,0.25,26,Assumption,3.972206781545303,0
2577,Franklin Pierce,2267,2017-05-02,neutral,24.0,3.0,4.0,0,0,W,1,9.0,10.1,1.55,0.167,15,Franklin Pierce,3.761500606233507,1
2578,Franklin Pierce,1845,2017-05-02,neutral,24.0,3.0,4.0,0,0,W,1,9.0,9.6,1.549,0.167,15,Franklin Pierce,3.761500606233507,1
2579,Merrimack,2268,2017-05-04,neutral,29.0,6.0,7.0,1,0,W,2,9.0,9.5,1.549,0.241,2,Merrimack,3.0035206102391085,1
2580,Merrimack,1846,2017-05-04,neutral,29.0,6.0,7.0,1,0,W,2,9.0,9.4,1.548,0.241,2,Merrimack,3.0035206102391085,1
2581,Merrimack,2269,2017-05-06,neutral,31.0,5.0,8.0,2,0,W,4,9.0,9.2,1.548,0.258,2,Merrimack,3.0035206102391085,1
2582,Merrimack,1847,2017-05-06,neutral,31.0,5.0,8.0,2,0,W,4,9.0,9.0,1.547,0.258,2,Merrimack,3.0035206102391085,1
2583,Merrimack,2270,2017-05-06,neutral,42.0,17.0,16.0,5,2,W,3,9.0,9.0,1.547,0.381,2,Merrimack,3.0035206102391085,1
2584,Merrimack,1848,2017-05-06,neutral,42.0,17.0,16.0,5,2,W,3,9.0,9.0,1.547,0.381,2,Merrimack,3.0035206102391085,1
2585,Bentley,2271,2017-05-09,neutral,34.0,2.0,7.0,0,0,W,1,10.0,8.7,1.547,0.206,19,Bentley,3.755790329134499,1
2586,Bentley,1849,2017-05-09,neutral,34.0,2.0,7.0,0,0,W,1,10.0,8.4,1.546,0.206,19,Bentley,3.755790329134499,1
2587,New Haven,2272,2017-05-11,at,28.0,1.0,5.0,1,0,W,0,9.0,8.5,1.546,0.179,13,New Haven,4.561151079136691,0
2588,New Haven,1850,2017-05-11,at,28.0,1.0,5.0,1,0,W,0,9.0,8.6,1.545,0.179,13,New Haven,4.561151079136691,0
2589,Franklin Pierce,2273,2017-05-12,vs,35.0,4.0,7.0,0,1,L,6,9.0,8.6,1.545,0.2,15,Franklin Pierce,3.761500606233507,2
2590,Franklin Pierce,1851,2017-05-12,vs,35.0,4.0,7.0,0,1,L,6,9.0,8.6,1.545,0.2,15,Franklin Pierce,3.761500606233507,2
2591,New Haven,2274,2017-05-12,at,32.0,0.0,5.0,0,2,L,3,9.0,8.3,1.545,0.156,13,New Haven,4.561151079136691,0
2592,New Haven,1852,2017-05-12,at,32.0,0.0,5.0,0,2,L,3,9.0,8.0,1.545,0.156,13,New Haven,4.561151079136691,0
2593,LIU Post,2275,2017-05-19,neutral,39.0,15.0,17.0,3,3,W,3,9.0,8.1,1.545,0.436,37,LIU Post,3.017142857142857,1
2594,LIU Post,1853,2017-05-19,neutral,39.0,15.0,17.0,3,3,W,3,9.0,8.2,1.546,0.436,37,LIU Post,3.017142857142857,1
2595,St. Thomas Aquinas,2276,2017-05-20,at,32.0,1.0,5.0,0,2,L,13,8.0,8.0,1.546,0.156,33,St. Thomas Aquinas,3.807285546415981,0
2596,St. Thomas Aquinas,1854,2017-05-20,at,32.0,1.0,5.0,0,2,L,13,8.0,7.8,1.546,0.156,33,St. Thomas Aquinas,3.807285546415981,0
2597,Felician,2277,2017-05-21,at,34.0,8.0,9.0,4,0,W,2,9.0,8.2,1.546,0.265,24,Felician,3.4480151228733456,0
2598,Felician,1855,2017-05-21,at,34.0,8.0,9.0,4,0,W,2,9.0,8.6,1.545,0.265,24,Felician,3.4480151228733456,0
2599,St. Thomas Aquinas,2278,2017-05-22,neutral,32.0,2.0,6.0,2,0,L,13,9.0,8.5,1.545,0.188,33,St. Thomas Aquinas,3.807285546415981,1
2600,St. Thomas Aquinas,1856,2017-05-22,neutral,32.0,2.0,6.0,2,0,L,13,9.0,8.4,1.544,0.188,33,St. Thomas Aquinas,3.807285546415981,1
2601,Bridgeport,2280,2018-02-22,vs,36.0,9.0,13.0,1,1,W,3,9.0,9.2,1.544,0.361,49,Bridgeport,2.6724890829694328,2
2602,Felician,2281,2018-02-23,vs,31.0,12.0,6.0,0,0,W,8,9.0,9.3,1.543,0.194,24,Felician,3.4480151228733456,2
2603,LIU Post,2282,2018-02-24,vs,34.0,9.0,10.0,2,2,W,8,9.0,8.6,1.543,0.294,37,LIU Post,3.017142857142857,2
2604,Mercy College,2283,2018-02-24,vs,39.0,12.0,16.0,4,1,W,5,9.0,8.5,1.543,0.41,56,Mercy College,2.4064171122994655,2
2605,Le Moyne,2284,2018-02-25,vs,35.0,8.0,12.0,0,0,W,6,9.0,9.2,1.543,0.343,34,Le Moyne,3.805714285714286,2
2606,Saint Michael's,2285,2018-03-03,vs,36.0,6.0,13.0,0,0,W,4,9.0,10.0,1.542,0.361,5,Saint Michael's,2.130794701986755,2
2607,Saint Michael's,2286,2018-03-03,vs,26.0,11.0,9.0,1,1,W,0,7.0,10.0,1.542,0.346,5,Saint Michael's,2.130794701986755,2
2608,West Chester,2287,2018-03-04,vs,37.0,3.0,10.0,0,2,L,5,9.0,10.1,1.542,0.27,36,West Chester,10.50761421319797,2
2609,West Chester,2288,2018-03-04,vs,31.0,1.0,6.0,0,3,L,11,9.0,10.1,1.543,0.194,36,West Chester,10.50761421319797,2
2610,Bloomfield,2289,2018-03-09,vs,34.0,4.0,8.0,0,1,W,1,9.0,10.3,1.542,0.235,23,Bloomfield,1.9156626506024097,2
2611,Wilmington (Del.),2290,2018-03-10,vs,31.0,8.0,10.0,0,0,W,0,9.0,10.0,1.542,0.323,21,Wilmington (Del.),4.014740108611326,2
2612,New Haven,2291,2018-03-11,vs,37.0,2.0,10.0,0,4,L,10,9.0,10.4,1.543,0.27,13,New Haven,4.561151079136691,2
2613,Eckerd College,2292,2018-03-12,at,29.0,1.0,3.0,0,2,L,9,8.0,9.7,1.543,0.103,67,Eckerd College,10.125,0
2614,Nova Southeastern,2293,2018-03-13,at,35.0,2.0,5.0,0,4,L,10,8.0,8.6,1.544,0.143,7,Nova Southeastern,9.376271186440679,0
2615,St. Thomas Aquinas,2294,2018-03-17,vs,29.0,0.0,2.0,0,2,L,2,9.0,7.6,1.544,0.069,33,St. Thomas Aquinas,3.807285546415981,2
2616,St. Thomas Aquinas,2295,2018-03-17,vs,27.0,6.0,11.0,3,0,W,1,7.0,7.4,1.543,0.407,33,St. Thomas Aquinas,3.807285546415981,2
2617,St. Thomas Aquinas,2296,2018-03-18,vs,28.0,2.0,4.0,2,1,L,4,8.0,6.9,1.543,0.143,33,St. Thomas Aquinas,3.807285546415981,2
2618,Pace University,2297,2018-03-24,at,29.0,2.0,5.0,1,2,L,4,8.0,6.4,1.543,0.172,68,Pace University,2.8125,0
2619,Pace University,2298,2018-03-24,at,30.0,0.0,3.0,0,0,L,1,8.0,6.1,1.543,0.1,68,Pace University,2.8125,0
2620,Franklin Pierce,2299,2018-03-28,at,38.0,9.0,11.0,2,0,W,3,9.0,6.4,1.542,0.289,15,Franklin Pierce,3.761500606233507,0
2621,Bentley,2300,2018-03-30,at,39.0,8.0,11.0,0,0,W,1,9.0,6.5,1.542,0.282,19,Bentley,3.755790329134499,0
2622,Bentley,2301,2018-03-31,at,42.0,3.0,9.0,0,0,L,4,11.2,6.4,1.541,0.214,19,Bentley,3.755790329134499,0
2623,Bentley,2302,2018-03-31,at,50.0,18.0,24.0,2,0,W,1,9.0,8.5,1.54,0.48,19,Bentley,3.755790329134499,0
2624,Saint Michael's,2303,2018-04-04,neutral,38.0,5.0,11.0,0,1,W,4,10.0,9.1,1.54,0.289,5,Saint Michael's,2.130794701986755,1
2625,Bridgeport,2304,2018-04-07,neutral,31.0,11.0,11.0,4,1,W,1,9.0,10.0,1.54,0.355,49,Bridgeport,2.6724890829694328,1
2626,Bridgeport,2305,2018-04-07,neutral,23.0,2.0,6.0,0,0,W,1,7.0,9.5,1.539,0.261,49,Bridgeport,2.6724890829694328,1
2627,American Int'l,2306,2018-04-08,neutral,31.0,3.0,6.0,0,1,L,4,9.0,9.7,1.539,0.194,14,American Int'l,3.759463408155133,1
2628,American Int'l,2307,2018-04-08,neutral,35.0,9.0,12.0,1,5,W,4,9.0,10.4,1.541,0.343,14,American Int'l,3.759463408155133,1
2629,Franklin Pierce,2308,2018-04-11,at,44.0,3.0,10.0,0,1,W,2,11.0,11.1,1.54,0.227,15,Franklin Pierce,3.761500606233507,0
2630,Stonehill,2309,2018-04-13,neutral,37.0,13.0,12.0,0,0,W,4,9.0,11.2,1.54,0.324,4,Stonehill,3.5595172792100933,1
2631,Stonehill,2310,2018-04-14,neutral,37.0,7.0,12.0,3,0,L,8,9.0,11.3,1.539,0.324,4,Stonehill,3.5595172792100933,1
2632,Stonehill,2311,2018-04-14,neutral,36.0,8.0,11.0,1,1,W,0,9.0,11.5,1.539,0.306,4,Stonehill,3.5595172792100933,1
2633,Assumption,2312,2018-04-18,neutral,35.0,11.0,13.0,2,0,W,5,9.0,10.4,1.538,0.371,26,Assumption,3.972206781545303,1
2634,Assumption,2313,2018-04-18,neutral,26.0,10.0,12.0,0,1,W,1,7.0,10.5,1.538,0.462,26,Assumption,3.972206781545303,1
2635,Saint Anselm,2314,2018-04-21,at,39.0,12.0,15.0,0,1,W,6,9.0,10.9,1.538,0.385,17,Saint Anselm,3.5004222972972974,0
2636,Saint Anselm,2315,2018-04-22,at,33.0,8.0,8.0,1,0,W,0,9.0,11.1,1.537,0.242,17,Saint Anselm,3.5004222972972974,0
2637,Saint Anselm,2316,2018-04-22,at,43.0,11.0,16.0,0,3,W,3,9.0,12.1,1.538,0.372,17,Saint Anselm,3.5004222972972974,0
2638,Franklin Pierce,2317,2018-04-24,neutral,42.0,12.0,18.0,2,1,W,4,9.0,12.7,1.538,0.429,15,Franklin Pierce,3.761500606233507,1
2639,Merrimack,2318,2018-04-27,neutral,28.0,2.0,6.0,0,1,W,1,9.0,12.3,1.538,0.214,2,Merrimack,3.0035206102391085,1
2640,Merrimack College,2319,2018-04-28,at,32.0,2.0,6.0,0,5,L,3,8.0,11.7,1.539,0.188,69,Merrimack College,5.884615384615385,0
2641,Merrimack College,2320,2018-04-28,at,42.0,12.0,13.0,1,0,W,6,9.0,11.8,1.538,0.31,69,Merrimack College,5.884615384615385,0
2642,Merrimack College,2321,2018-04-29,at,39.0,14.0,13.0,1,1,W,8,9.0,12.0,1.538,0.333,69,Merrimack College,5.884615384615385,0
2643,Saint Michael's,2322,2018-05-01,neutral,24.0,2.0,1.0,0,0,W,0,9.0,10.8,1.537,0.042,5,Saint Michael's,2.130794701986755,1
2644,Saint Michael's,2323,2018-05-01,at,37.0,10.0,13.0,1,0,W,1,9.0,10.9,1.537,0.351,5,Saint Michael's,2.130794701986755,0
2645,Assumption,2325,2018-05-04,neutral,34.0,15.0,12.0,2,1,W,2,9.0,10.6,1.537,0.353,26,Assumption,3.972206781545303,1
2646,Assumption,2324,2018-05-04,neutral,34.0,15.0,12.0,2,1,W,2,9.0,11.0,1.536,0.353,26,Assumption,3.972206781545303,1
2647,Bentley,2326,2018-05-08,neutral,31.0,3.0,7.0,1,0,W,2,9.0,10.1,1.536,0.226,19,Bentley,3.755790329134499,1
2648,New Haven,2327,2018-05-10,neutral,39.0,3.0,12.0,0,1,L,5,9.0,9.5,1.536,0.308,13,New Haven,4.561151079136691,1
2649,Le Moyne,2328,2018-05-11,at,33.0,8.0,10.0,1,2,W,5,9.0,9.9,1.536,0.303,34,Le Moyne,3.805714285714286,0
2650,Merrimack,2329,2018-05-11,neutral,32.0,2.0,8.0,0,2,L,9,9.0,10.1,1.536,0.25,2,Merrimack,3.0035206102391085,1
2651,Franklin Pierce,2330,2018-05-17,vs,33.0,7.0,9.0,1,0,W,2,9.0,9.7,1.535,0.273,15,Franklin Pierce,3.761500606233507,2
2652,New Haven,2331,2018-05-18,vs,37.0,7.0,10.0,0,0,W,1,9.0,9.4,1.535,0.27,13,New Haven,4.561151079136691,2
2653,St. Thomas Aquinas,2332,2018-05-20,neutral,32.0,8.0,9.0,1,0,W,1,9.0,10.2,1.534,0.281,33,St. Thomas Aquinas,3.807285546415981,1
2654,St. Thomas Aquinas,2333,2018-05-21,vs,38.0,6.0,10.0,1,0,W,0,9.0,9.9,1.534,0.263,33,St. Thomas Aquinas,3.807285546415981,2
2655,Augustana,2334,2018-05-26,vs,31.0,2.0,4.0,1,3,L,5,9.0,9.1,1.534,0.129,70,Augustana,6.88235294117647,2
2656,Southern Indiana,2335,2018-05-27,vs,31.0,3.0,8.0,0,0,W,0,9.0,8.7,1.534,0.258,71,Southern Indiana,0.0,2
2657,UC San Diego,2336,2018-05-30,vs,32.0,7.0,8.0,2,0,W,4,9.0,8.8,1.533,0.25,72,UC San Diego,4.0,2
2658,Augustana,2337,2018-05-31,vs,35.0,2.0,7.0,0,1,L,8,8.0,8.3,1.533,0.2,70,Augustana,6.88235294117647,2
2659,Molloy,4022,2010-03-06,vs,27.0,1.0,2.0,0,1,L,2,8.0,7.5,1.533,0.074,0,Molloy,4.10538286580743,2
2660,Molloy,3430,2010-03-06,vs,27.0,1.0,2.0,0,1,L,2,8.0,6.9,1.533,0.074,0,Molloy,4.10538286580743,2
2661,Molloy,2876,2010-03-06,vs,27.0,1.0,2.0,0,1,L,2,8.0,6.2,1.532,0.074,0,Molloy,4.10538286580743,2
2662,Molloy,4023,2010-03-06,vs,31.0,5.0,9.0,0,2,W,2,7.0,6.1,1.532,0.29,0,Molloy,4.10538286580743,2
2663,Molloy,3431,2010-03-06,vs,31.0,5.0,9.0,0,2,W,2,7.0,6.1,1.533,0.29,0,Molloy,4.10538286580743,2
2664,Molloy,2877,2010-03-06,vs,31.0,5.0,9.0,0,2,W,2,7.0,6.0,1.533,0.29,0,Molloy,4.10538286580743,2
2665,Dowling,4024,2010-03-07,at,24.0,1.0,4.0,0,0,L,2,6.2,6.0,1.532,0.167,1,Dowling,2.576581734898368,0
2666,Dowling,3432,2010-03-07,at,24.0,1.0,4.0,0,0,L,2,6.2,5.6,1.532,0.167,1,Dowling,2.576581734898368,0
2667,Dowling,2878,2010-03-07,at,24.0,1.0,4.0,0,0,L,2,6.2,5.2,1.531,0.167,1,Dowling,2.576581734898368,0
2668,Dowling,4025,2010-03-07,at,33.0,3.0,7.0,0,2,W,2,9.0,5.2,1.531,0.212,1,Dowling,2.576581734898368,0
2669,Dowling,3433,2010-03-07,at,33.0,3.0,7.0,0,2,W,2,9.0,5.7,1.531,0.212,1,Dowling,2.576581734898368,0
2670,Dowling,2879,2010-03-07,at,33.0,3.0,7.0,0,2,W,2,9.0,6.2,1.532,0.212,1,Dowling,2.576581734898368,0
2671,Merrimack,4026,2010-03-09,vs,23.0,3.0,6.0,1,2,W,1,7.0,6.6,1.532,0.261,2,Merrimack,3.0035206102391085,2
2672,Merrimack,3434,2010-03-09,vs,23.0,3.0,6.0,1,2,W,1,7.0,6.3,1.532,0.261,2,Merrimack,3.0035206102391085,2
2673,Merrimack,2880,2010-03-09,vs,23.0,3.0,6.0,1,2,W,1,7.0,6.0,1.532,0.261,2,Merrimack,3.0035206102391085,2
2674,So. New Hampshire,4027,2010-03-09,vs,25.0,1.0,3.0,0,0,L,3,6.0,5.4,1.532,0.12,3,So. New Hampshire,4.831858407079646,2
2675,So. New Hampshire,3435,2010-03-09,vs,25.0,1.0,3.0,0,0,L,3,6.0,5.3,1.531,0.12,3,So. New Hampshire,4.831858407079646,2
2676,So. New Hampshire,2881,2010-03-09,vs,25.0,1.0,3.0,0,0,L,3,6.0,5.2,1.53,0.12,3,So. New Hampshire,4.831858407079646,2
2677,Stonehill,4028,2010-03-17,neutral,31.0,1.0,7.0,0,1,L,3,9.0,5.5,1.53,0.226,4,Stonehill,3.5595172792100933,1
2678,Stonehill,3436,2010-03-17,neutral,31.0,1.0,7.0,0,1,L,3,9.0,5.5,1.53,0.226,4,Stonehill,3.5595172792100933,1
2679,Stonehill,2882,2010-03-17,neutral,31.0,1.0,7.0,0,1,L,3,9.0,5.5,1.53,0.226,4,Stonehill,3.5595172792100933,1
